USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3374334,,CARRIER,ACTIVE,None,RHOADES AUTO TRANSPORT,,,500 CONNIE ST,LODI,CA,95240-3902,(209) 327-8020,,,500 CONNIE ST,LODI,CA,95240-3902,1,2,2019-12-26,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, "
3374342,,CARRIER,NOT AUTHORIZED,None,ZIZO LOGISTICS LLC,,,17777 CENTER COURT DR STE 600,CERRITOS,CA,90703,(626) 734-9686,,,17777 CENTER COURT DR STE 600,CERRITOS,CA,90703-8575,1,2,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374345,,CARRIER,ACTIVE,None,NDN TRANSPORTS CORP,,,11016 NEWVILLE AVE APT B,DOWNEY,CA,90241-4064,(562) 367-2967,,,11016 NEWVILLE AVE APT B,DOWNEY,CA,90241-4064,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374349,,CARRIER,ACTIVE,None,TEKLEMARIAM O HIYABU,,,621 LAURA DR APT A,CAMPBELL,CA,95008-5230,(408) 438-6628,,,621 LAURA DR APT A,CAMPBELL,CA,95008-5230,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Intermodal Cont., "
3374397,,CARRIER,NOT AUTHORIZED,None,M P LOGISTICS LLC,MORE POWER LOGISTICS LLC,,10330 BUFORD AVE,INGLEWOOD,CA,90304,(310) 740-9423,,,10330 BUFORD AVE,INGLEWOOD,CA,90304-1325,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374433,,CARRIER,NOT AUTHORIZED,None,NIJJAR CARRIER INC,,,1155 SHAYLENE CT,YUBA CITY,CA,95993,(530) 820-2461,,,1155 SHAYLENE CT,YUBA CITY,CA,95993-9271,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374449,,CARRIER,NOT AUTHORIZED,None,RAJA 47 TRUCKING INC,,,1525 BRIDGE ST APT 14,YUBA CITY,CA,95993,(530) 441-9812,,,1525 BRIDGE ST APT 14,YUBA CITY,CA,95993-8601,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374454,,CARRIER,NOT AUTHORIZED,None,MANINDER SINGH MAROK,BRAWLEY KING TRANSPORT,,1696 RIVER DR,BRAWLEY,CA,92227,(760) 391-3861,,,1696 RIVER DR,BRAWLEY,CA,92227-1746,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374464,,CARRIER,ACTIVE,None,MHL TRANS INC,,,5625 BLOOM DR,MARYSVILLE,CA,95901-8353,(916) 508-9358,,,5625 BLOOM DR,MARYSVILLE,CA,95901-8353,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374473,,CARRIER,ACTIVE,None,ZOOM TRUCKLINES INC,,,2204 AMBER LEAF LN,CERES,CA,95307-7395,(209) 818-1299,,,2204 AMBER LEAF LN,CERES,CA,95307-7395,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374502,,CARRIER,ACTIVE,None,OSCAR QUIROZ GONZALEZ,AMERICAN METAL POLISHING,,11417 CRESSON ST,NORWALK,CA,90650-7902,(562) 298-0516,,,1850 E 17TH ST STE 207,SANTA ANA,CA,92705-8625,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374514,,CARRIER,ACTIVE,None,STRAIGHT SHOT TRUCKING INC,,,3708 IDAHO ST,BALDWIN PARK,CA,91706-4015,(323) 540-7581,,,3708 IDAHO ST,BALDWIN PARK,CA,91706-4015,4,4,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3374515,,CARRIER,ACTIVE,None,JORGE A ZEPEDA GUIJARRO,ZEPEDA EXPRESS,,638 CUESTA CT,SOLEDAD,CA,93960-3141,(831) 455-5621,,,638 CUESTA CT,SOLEDAD,CA,93960-3141,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Machinery, Large Objects, "
3374535,,CARRIER,NOT AUTHORIZED,None,PHARE TRANSPORTATION LLC,,,1449 LOMITA BLVD UNIT 2,HARBOR CITY,CA,90710,(310) 935-9861,,,1449 LOMITA BLVD UNIT 2,HARBOR CITY,CA,90710-5416,2,2,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, Fresh Produce, Meat, Commodities Dry Bulk, Beverages, Construction, "
3374543,,CARRIER,ACTIVE,None,RAFAEL VIVEROS MORALES,R VIVEROS TRUCKING,,4320 THATCH AVE,BAKERSFIELD,CA,93313-2953,(661) 863-8520,,,4320 THATCH AVE,BAKERSFIELD,CA,93313-2953,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374547,,CARRIER,ACTIVE,None,M QUEZADA TRUCKING LLC,,,1301 PACIFIC ST,BAKERSFIELD,CA,93305-4737,(661) 394-0188,,,1301 PACIFIC ST,BAKERSFIELD,CA,93305-4737,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374551,,CARRIER,NOT AUTHORIZED,None,HKB TRANS INC,,,1850 CLUB CENTER DR APT 612,SACRAMENTO,CA,95835,(925) 699-4620,,,1850 CLUB CENTER DR APT 612,SACRAMENTO,CA,95835-1660,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374554,,CARRIER,ACTIVE,None,NEON TRANSPORT INC,,,6027 TEMPLETON ST,HUNTINGTON PK,CA,90255-3018,(323) 440-7004,,,6027 TEMPLETON ST,HUNTINGTON PK,CA,90255-3018,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374556,,CARRIER,ACTIVE,None,G M R & G SONS,,,5833 GOTHAM ST,BELL GARDENS,CA,90201-5543,(310) 832-0123,,,5833 GOTHAM ST,BELL GARDENS,CA,90201-5543,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3374560,,CARRIER,NOT AUTHORIZED,None,MA S RAMIREZ,MARY AND JO TRANSPORT,,518 LAWTON ST SPC 29,REDLANDS,CA,92374,(909) 767-3644,,,518 LAWTON ST SPC 29,REDLANDS,CA,92374-3075,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374563,,CARRIER,ACTIVE,None,NDS TRANSPORT LLC,,,17358 LAREDO VISTA AVE,PALMDALE,CA,93591-3332,(661) 449-7690,,,17358 LAREDO VISTA AVE,PALMDALE,CA,93591-3332,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, US Mail, "
3374570,,CARRIER,ACTIVE,None,VINVIN LOGISTIC LLC,,,10247 WESTERN AVE APT D,DOWNEY,CA,90241-2456,(323) 864-3349,,,10247 WESTERN AVE APT D,DOWNEY,CA,90241-2456,1,2,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3374579,,CARRIER,NOT AUTHORIZED,None,PEAK TRANSPORT INC,,,10655 LEMON AVE APT 4010,RCH CUCAMONGA,CA,91737,(909) 685-1555,,,10655 LEMON AVE APT 4010,RCH CUCAMONGA,CA,91737-6967,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3374603,,CARRIER,ACTIVE,None,ASTURIAS TRANSPORT LLC,,,2729 E J4,LANCASTER,CA,93535-6171,(661) 609-2956,,,2729 E J4,LANCASTER,CA,93535-6171,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, US Mail, "
3374677,,CARRIER,ACTIVE,None,E & V TRAILER REPAIR,,,18308 8TH ST,BLOOMINGTON,CA,92316-3613,(909) 237-3006,,,18308 8TH ST,BLOOMINGTON,CA,92316-3613,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374681,,CARRIER,ACTIVE,None,KINA EXPEDITED TRANSPORT LLC,,,150 VALLEY ST UNIT 3044,PASADENA,CA,91105-4513,(555) 555-5555,,,150 VALLEY ST UNIT 3044,PASADENA,CA,91105-4513,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374704,,CARRIER,ACTIVE,None,TAKI TRANSPORT LLC,,,2100 SANTA CRUZ CT,TORRANCE,CA,90501-4305,(562) 234-9403,,,2100 SANTA CRUZ CT,TORRANCE,CA,90501-4305,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Motor Vehicles, "
3374712,,CARRIER,ACTIVE,None,MARCELA'S TRUCKING INC,,,2763 SATURN AVE,HUNTINGTON PK,CA,90255-4839,(323) 841-1426,,,2763 SATURN AVE,HUNTINGTON PK,CA,90255-4839,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374715,,CARRIER,NOT AUTHORIZED,None,B S B TRUCKING INC,,,2808 GRASSLANDS DR APT 311,SACRAMENTO,CA,95833,(916) 757-8483,,,2808 GRASSLANDS DR APT 311,SACRAMENTO,CA,95833-3591,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374722,,CARRIER,NOT AUTHORIZED,None,SAIGON MOVING LLC,,,10131 CABO DR,WESTMINSTER,CA,92683,(714) 658-0437,,,10131 CABO DR,WESTMINSTER,CA,92683-7075,1,2,2019-12-27,,"Auth. For Hire, ","Interstate, ","Household Goods, "
3374724,,CARRIER,ACTIVE,None,MC TRANSPOORT LLC,,,931 W ST,MERCED,CA,95341-5642,(209) 631-1839,,,931 W ST,MERCED,CA,95341-5642,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
