USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3365484,,CARRIER,ACTIVE,None,BRISTOL OPERATING LLC,,,3102 SHALLOW CREEK DR,CORP CHRISTI,TX,78410-2336,(713) 530-7146,,,3102 SHALLOW CREEK DR,CORP CHRISTI,TX,78410-2336,1,2,2019-12-04,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3365491,,CARRIER,NOT AUTHORIZED,None,GQB3D EXPRESS LLC,,,170 MORNING GLORY RD,CLINT,TX,79836,(915) 202-4540,,,170 MORNING GLORY RD,CLINT,TX,79836-5507,2,4,2019-12-04,,"Auth. For Hire, ","Interstate, ","General Freight, "
3365509,,CARRIER,ACTIVE,None,DFW FUN BUS LLC,,,5900 BALCONES DR STE 100,AUSTIN,TX,78731-4298,(972) 657-0811,,,2572 TAOS DR,GRAND PRAIRIE,TX,75051-5313,1,2,2019-12-04,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3365571,,CARRIER,ACTIVE,None,PEREZ INTERPRISE,,,5502 SARASOTA DR,ARLINGTON,TX,76017-3242,(830) 480-6679,,,5502 SARASOTA DR,ARLINGTON,TX,76017-3242,1,2,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3365629,,CARRIER,ACTIVE,None,APODACA TRUCKING LLC,,,6403 ALCOTT DR,ARLINGTON,TX,76001-7504,(817) 271-3085,,,6403 ALCOTT DR,ARLINGTON,TX,76001-7504,1,1,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","DSG, "
3365684,,CARRIER,NOT AUTHORIZED,None,IN HONOR LOGISTICS,,,"10068 BULL RUN
 FORT",WORTH,TX,76177,(817) 564-1692,,,"10068 BULL RUN
 FORT",WORTH,TX,76177-7340,1,1,2019-12-05,10 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, Drive/Tow away, Construction, "
3365705,,CARRIER,ACTIVE,None,J C HAULING,,,3805 PLUM ST,SAN MARCOS,TX,78666-1913,(512) 557-0667,,,3805 PLUM ST,SAN MARCOS,TX,78666-1913,1,1,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3365708,,CARRIER,NOT AUTHORIZED,None,VTS CARRIERS LLC,,,7100 SAN BERNARDO AVE STE 208,LAREDO,TX,78041,(956) 337-5035,,,7100 SAN BERNARDO AVE STE 208,LAREDO,TX,78041-2266,5,5,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Building Materials, Beverages, "
3365716,,CARRIER,ACTIVE,None,JOSE P MATAMOROS,J&M TRANSPORT,,10263 LUCKNOW RD,SOCORRO,TX,79927-5011,(915) 667-6641,,,10263 LUCKNOW RD,SOCORRO,TX,79927-5011,1,1,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Mobile Homes, "
3365748,,CARRIER,ACTIVE,None,MEREJILDO B RODRIQUEZ JR,JR'S SEPTIC,,2405 RUNNELS ST,BIG SPRING,TX,79720-5546,(432) 270-8012,,,"PO BOX 3135
BIG SPRING, TX   79721-3135",,,,1,1,2019-12-06,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3365762,,CARRIER,NOT AUTHORIZED,None,STRONG INTERNATIONAL TRANSPORT SA DE CV,,,"297
 CD",JUAREZ,CI,32340,(656) 382-1473,,,"PO BOX 3607
EL PASO, TX   79923-3607",,,,1,1,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, Commodities Dry Bulk, Paper Products, "
3365778,,CARRIER,NOT AUTHORIZED,None,CHAMPS EXPRESS LLC,,,1513 ALOVERA LN,EL PASO,TX,79912,(915) 345-3424,,,1513 ALOVERA LN,EL PASO,TX,79912-8502,1,2,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, "
3365784,,CARRIER,NOT AUTHORIZED,None,UNDERTERRA LLC,,,3221 E 90,DEL RIO,TX,78840,(830) 422-2880,,,3221 E 90,DEL RIO,TX,78840-7395,2,1,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, Chemicals, "
3365788,,CARRIER,NOT AUTHORIZED,None,RJA CARRIERS LLC,,,10979 ODEN DR,EL PASO,TX,79927,(915) 526-6950,,,10979 ODEN DR,EL PASO,TX,79927-3634,1,1,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, "
